Crop,Question Theme,Count,Percentage
Others,infortion about pm kisan samman nidhi yojana,444664,15.121853510529872
Others,weather information,354222,12.046158884476622
Others,farmer asked query on weather,217645,7.401534208524356
Others,give me weather information,182333,6.200665932334174
Others,mausam ki jankari,146981,4.998437361313691
Paddy Dhan,farmer asked query on weather,171319,16.997534489857674
Paddy Dhan,diseasein paddy crop,97140,9.637813087542972
Paddy Dhan,information about a variety of paddy,67984,6.745080141481588
Paddy Dhan,nformation about weed control in paddy,58278,5.782092558326429
Paddy Dhan,insect  control  in paddy,45568,4.521061012694648
Wheat,farmer asked query on weather,170981,17.226645226681498
Wheat,informaion about of wheat crop variety,136951,13.798061132168241
Wheat,tell me weed control in wheat crop,75595,7.616333077423736
Wheat,information about weather forecast of block in districtjaunpur,51770,5.21592120402443
Wheat,information about fertilizer dose im wheat crop,42274,4.259182016204921
Sugarcane Noble Cane,information about in sugarcane crop,117030,41.37762786652242
Sugarcane Noble Cane,ganne me keeda laga raha hai,34541,12.212463848052215
Sugarcane Noble Cane,farmer asked query on weather,25470,9.005282250365939
Sugarcane Noble Cane,information about control of top borer and stem borer in sugarcane crop,25398,8.979825622096353
Sugarcane Noble Cane,dhan ki kaun c kism ki buayi kare,10110,3.5745348861876582
Potato,information about the control of blight potato in crop,78227,38.95398343782212
Potato,farmer asked query on weather,25726,12.81054083527953
Potato,dhan ki kaun c kism ki buayi kare,11311,5.63243517794631
Potato,information about fertilizer dose im wheat crop,8370,4.167932317161225
Potato,information about weather forecast of block in districtjaunpur,7688,3.8283230172443847
Mustard,information about in mustard crop,64851,50.754854311943845
Mustard,farmer asked query on weather,17846,13.966957025349643
Mustard,information about weather forecast of block in districtjaunpur,6164,4.824180382396907
Mustard,give information about weather forecast of blockbilsi in districtbudaun,4489,3.5132618002238347
Mustard,dhan ki kaun c kism ki buayi kare,4484,3.509348610426303
Mango,plant portection in mango,74557,62.997042670046476
Mango,aame ki pati kala ho raha hai,10552,8.915927334178285
Mango,dhan ki kaun c kism ki buayi kare,6482,5.476975073933249
Mango,dhan me ki kida laga hai,6374,5.385720321081537
Mango,dhan ki baliya nahi nikal rahi  hai kya kare,3820,3.2277144064216308
Paddy (Dhan),farmer asked query on weather,23669,20.216609581728264
Paddy (Dhan),information about a variety of paddy,10237,8.743818170947325
Paddy (Dhan),dhan me ki kida laga hai,9368,8.001571615261751
Paddy (Dhan),insect  control  in paddy,7912,6.757945625528499
Paddy (Dhan),diseasein paddy crop,7486,6.3940825268840165
Chillies,pls tell me control of flower dropping in chilli crop,19788,23.3120884040385
Chillies,insect control in  crops,10294,12.1272810810174
Chillies,plant diseaseattack in crop,9652,11.370945890225368
Chillies,dhan ki patti pili padh rahi hai,7574,8.922870303829978
Chillies,aame ki pati kala ho raha hai,5415,6.379369249437461
Black Gram urd bean,farmer asked query on weather,11813,14.082878329081328
Black Gram urd bean,insect control in  crops,8144,9.708876755442168
Black Gram urd bean,pls tell me control of flower dropping in chilli crop,4360,5.197777830762261
Black Gram urd bean,tell me weed control in wheat crop,4295,5.120288023652273
Black Gram urd bean,whet ki varieties,4157,4.955771202403376
Mentha,information about  mentha is planted in the crop,32762,39.761156352779835
Mentha,farmer asked query on weather,9332,11.325655060257048
Mentha,dhan me ki kida laga hai,7046,8.551282206876463
Mentha,dhan ki kaun c kism ki buayi kare,5550,6.735682124349188
Mentha,dhan ki baliya nahi nikal rahi  hai kya kare,3313,4.020777455489885
Maize Makka,farmer asked query on weather,20050,26.247921766792782
Maize Makka,insect control in  crops,6069,7.945069187165356
Maize Makka,whet ki varieties,4918,6.438268291725032
Maize Makka,information about sowing time in any vegetable crop,3511,4.59633183656905
Maize Makka,pls tell me control of flower dropping in chilli crop,3294,4.312252084778823
Brinjal,brinjal in insect control,40762,61.249267479076195
Brinjal,dhan me ki kida laga hai,6092,9.153881985244398
Brinjal,dhan ki kaun c kism ki buayi kare,2302,3.4590013673723914
Brinjal,aame ki pati kala ho raha hai,2051,3.0818470045528996
Brinjal,potato me weediside ka prayog kiya hai plant such raha hai,1743,2.6190440414118497
BovineCowBuffalo,ask about animal husbandry information,25876,39.66095979645326
BovineCowBuffalo,mosam ki jankari ki jankari,9398,14.404610456294161
BovineCowBuffalo,aame ki pati kala ho raha hai,6789,10.405714022960318
BovineCowBuffalo,dhan ki kaun c kism ki buayi kare,6438,9.867725273209386
BovineCowBuffalo,dhan ki baliya nahi nikal rahi  hai kya kare,4696,7.1977070337047655
Tomato,pls tell me control of flower dropping in chilli crop,12726,20.223754886692305
Tomato,plant diseaseattack in crop,7772,12.351015478498553
Tomato,insect control in  crops,6012,9.554079394844738
Tomato,dhan ki patti pili padh rahi hai,3533,5.614531354289165
Tomato,whet ki varieties,3325,5.283984362584623
Pea Vegetable,pls tell me control of flower dropping in chilli crop,8057,15.3446207172377
Pea Vegetable,farmer asked query on weather,6258,11.918410878549526
Pea Vegetable,whet ki varieties,3394,6.4639000514217155
Pea Vegetable,plant diseaseattack in crop,3090,5.884929628430495
Pea Vegetable,information about weather forecast of block inmadhaoganj districthardoi,2797,5.326908793113299
Green Gram Moong Bean Moong,farmer asked query on weather,7267,15.848472291889298
Green Gram Moong Bean Moong,insect control in  crops,5155,11.242448694741892
Green Gram Moong Bean Moong,pls tell me control of flower dropping in chilli crop,3905,8.516345713475673
Green Gram Moong Bean Moong,whet ki varieties,3622,7.899155998517
Green Gram Moong Bean Moong,information about sowing time in any vegetable crop,2871,6.261313327372255
Sunnhemp Patua,information about in sugarcane crop,9680,21.49105279516895
Sunnhemp Patua,ganne me keeda laga raha hai,7624,16.926424226277696
Sunnhemp Patua,insect control in  crops,5848,12.983437680387194
Sunnhemp Patua,information about control of top borer and stem borer in sugarcane crop,4522,10.039518671462192
Sunnhemp Patua,potato me weediside ka prayog kiya hai plant such raha hai,2919,6.480618089782869
Bengal Gram GramChick PeaKabuliChana,pls tell me control of flower dropping in chilli crop,4744,10.618439017839156
Bengal Gram GramChick PeaKabuliChana,insect control in  crops,4741,10.611724153367504
Bengal Gram GramChick PeaKabuliChana,plant diseaseattack in crop,2683,6.005327125814177
Bengal Gram GramChick PeaKabuliChana,farmer asked query on weather,2561,5.732255970633659
Bengal Gram GramChick PeaKabuliChana,dhan me ki kida laga hai,2459,5.503950578597489
Onion,plant diseaseattack in crop,9028,20.210884506033267
Onion,dhan ki patti pili padh rahi hai,4402,9.854709082361369
Onion,pls tell me control of flower dropping in chilli crop,3419,7.6540777720566835
Onion,dhan ki kaun c kism ki buayi kare,2710,6.066847254247913
Onion,tell me weed control in wheat crop,2391,5.35270545568515
Groundnut pea nutmung phalli,farmer asked query on weather,14853,39.44181847150672
Groundnut pea nutmung phalli,tell me weed control in wheat crop,2449,6.503266238249508
Groundnut pea nutmung phalli,insect control in  crops,1990,5.284401720749908
Groundnut pea nutmung phalli,pls tell me control of flower dropping in chilli crop,1949,5.175527112432949
Groundnut pea nutmung phalli,plant diseaseattack in crop,1566,4.158478942057465
BhindiOkraLadysfinger,insect control in  crops,5968,15.985000669612964
BhindiOkraLadysfinger,pls tell me control of flower dropping in chilli crop,3164,8.474621668675505
BhindiOkraLadysfinger,dhan me ki kida laga hai,3136,8.399625016740323
BhindiOkraLadysfinger,whet ki varieties,2982,7.9871434310968255
BhindiOkraLadysfinger,dhan ki kaun c kism ki buayi kare,2452,6.567563948038034
Pearl Millet BajraBulrush MilletSpiked Millet,farmer asked query on weather,9897,27.978967008735477
Pearl Millet BajraBulrush MilletSpiked Millet,whet ki varieties,2781,7.861928589602239
Pearl Millet BajraBulrush MilletSpiked Millet,tell me weed control in wheat crop,2622,7.412433211771691
Pearl Millet BajraBulrush MilletSpiked Millet,information about sowing time in any vegetable crop,1764,4.986854380459673
Pearl Millet BajraBulrush MilletSpiked Millet,information about weather forecast of block in districtjaunpur,1718,4.856811692533854
Banana,pls tell me control of flower dropping in chilli crop,6726,23.098320684089426
Banana,dhan ki kaun c kism ki buayi kare,2054,7.05381366118342
Banana,insect control in  crops,2032,6.978261616126927
Banana,plant diseaseattack in crop,2014,6.916446306535253
Banana,dhan ki baliya nahi nikal rahi  hai kya kare,1572,5.398537037672997
Papaya,whet ki varieties,3663,13.500663423264042
Papaya,pls tell me control of flower dropping in chilli crop,3565,13.139466312840925
Papaya,plant portection in mango,3111,11.466165413533833
Papaya,potatao ki variety ki jankri,2079,7.662538699690402
Papaya,plant diseaseattack in crop,1871,6.8959162612413385
Bottle Gourd ,information about pest management in bottle gourd,13280,50.17379477104428
Bottle Gourd ,aame ki pati kala ho raha hai,1581,5.973250717847967
Bottle Gourd ,dhan ki kaun c kism ki buayi kare,1360,5.1382801873961
Bottle Gourd ,dhan me ki kida laga hai,1251,4.72646214296509
Bottle Gourd ,farmer asked query on weather,1200,4.533776635937736
Cauliflower,pls tell me control of flower dropping in chilli crop,4069,15.520463821184727
Cauliflower,insect control in  crops,3092,11.793874203760918
Cauliflower,whet ki varieties,2252,8.58984628294618
Cauliflower,farmer asked query on weather,2193,8.364801464698477
Cauliflower,plant diseaseattack in crop,1831,6.98401800358546
Indian rapeseed and mustard yellow sarson,information about in mustard crop,8245,31.857347088597816
Indian rapeseed and mustard yellow sarson,dhan me ki kida laga hai,2498,9.651868165835943
Indian rapeseed and mustard yellow sarson,dhan ki kaun c kism ki buayi kare,2478,9.574591399095862
Indian rapeseed and mustard yellow sarson,potatao ki variety ki jankri,2209,8.535218886441791
Indian rapeseed and mustard yellow sarson,whet ki varieties,1881,7.267879911904486
Pigeon pea red gramarhartur,pls tell me control of flower dropping in chilli crop,2921,12.663111804742705
Pigeon pea red gramarhartur,insect control in  crops,2670,11.574977240213292
Pigeon pea red gramarhartur,whet ki varieties,1946,8.436294273204144
Pigeon pea red gramarhartur,dhan ki kaun c kism ki buayi kare,1782,7.725321888412018
Pigeon pea red gramarhartur,dhan me ki kida laga hai,1464,6.346729093510209
Cucumber,insect control in  crops,4135,18.262520978712125
Cucumber,pls tell me control of flower dropping in chilli crop,3662,16.17348290787033
Cucumber,plant diseaseattack in crop,1583,6.991431852309867
Cucumber,whet ki varieties,1307,5.7724582634042925
Cucumber,dhan ki kaun c kism ki buayi kare,1190,5.255719459411712
Garlic,plant diseaseattack in crop,6303,29.255047574843353
Garlic,dhan ki patti pili padh rahi hai,1719,7.978649338593641
Garlic,pls tell me control of flower dropping in chilli crop,1404,6.516593177071246
Garlic,information about nutrient management in crop,1266,5.876073334880482
Garlic,information about fertilizer dose im wheat crop,1014,4.7064284056625665
Maize (Makka),farmer asked query on weather,9152,44.70277927025839
Maize (Makka),insect control in  crops,2516,12.28935671372051
Maize (Makka),pls tell me control of flower dropping in chilli crop,1505,7.35114541102916
Maize (Makka),whet ki varieties,1251,6.110486982855468
Maize (Makka),information about control of top borer and stem borer in sugarcane crop,776,3.7903580325306505
Lentil Masur,pls tell me control of flower dropping in chilli crop,1826,8.93084221852685
Lentil Masur,farmer asked query on weather,1737,8.495549251687372
Lentil Masur,tell me weed control in wheat crop,1553,7.595617724738335
Lentil Masur,plant diseaseattack in crop,1478,7.228797808862369
Lentil Masur,dhan ki kaun c kism ki buayi kare,1283,6.275066027584858
Sesame GingellyTilSesamum,farmer asked query on weather,2020,11.215368385986341
Sesame GingellyTilSesamum,information about sowing time in any vegetable crop,1493,8.289378713008718
Sesame GingellyTilSesamum,tell me weed control in wheat crop,1406,7.806340569651879
Sesame GingellyTilSesamum,whet ki varieties,1390,7.71750596857476
Sesame GingellyTilSesamum,insect control in  crops,1066,5.918605296763089
Sugarcane (Noble Cane),information about in sugarcane crop,8028,45.50246556708043
Sugarcane (Noble Cane),farmer asked query on weather,7412,42.010995862381684
Sugarcane (Noble Cane),information about control of top borer and stem borer in sugarcane crop,1571,8.904381341041773
Sugarcane (Noble Cane),insect control in  crops,110,0.6234767329819192
Sugarcane (Noble Cane),pleas give information of govt scheme,59,0.3344102476903021
Guava,pls tell me control of flower dropping in chilli crop,4269,24.799581735796444
Guava,insect control in  crops,3971,23.06843267108168
Guava,aame ki pati kala ho raha hai,1324,7.691413965377018
Guava,dhan me ki kida laga hai,1020,5.925409550365981
Guava,plant diseaseattack in crop,871,5.059835018008598
Bitter Gourd,information about pest management in bottle gourd,7706,45.68955294675679
Bitter Gourd,insect control in  crops,957,5.6741373176805405
Bitter Gourd,dhan ki kaun c kism ki buayi kare,913,5.413257441005573
Bitter Gourd,dhan me ki kida laga hai,749,4.440886991580695
Bitter Gourd,dhan ki patti pili padh rahi hai,717,4.2511561721807185
Peas field peas garden peasmatar,farmer asked query on weather,2058,13.720914727648509
Peas field peas garden peasmatar,pls tell me control of flower dropping in chilli crop,1620,10.8007200480032
Peas field peas garden peasmatar,insect control in  crops,1176,7.840522701513435
Peas field peas garden peasmatar,dhan ki kaun c kism ki buayi kare,833,5.5537035802386825
Peas field peas garden peasmatar,potatao ki variety ki jankri,798,5.320354690312688
Pigeon pea (red gram/arhar/tur),insect control in  crops,6369,42.5735294117647
Pigeon pea (red gram/arhar/tur),potatao ki variety ki jankri,1408,9.411764705882353
Pigeon pea (red gram/arhar/tur),whet ki varieties,1095,7.31951871657754
Pigeon pea (red gram/arhar/tur),potato me weediside ka prayog kiya hai plant such raha hai,932,6.229946524064172
Pigeon pea (red gram/arhar/tur),dhan me ki kida laga hai,873,5.8355614973262036
Green Gram (Moong Bean/ Moong),farmer asked query on weather,4021,28.94471638353009
Green Gram (Moong Bean/ Moong),insect control in  crops,2761,19.874748056435358
Green Gram (Moong Bean/ Moong),potatao ki variety ki jankri,1601,11.524618485459257
Green Gram (Moong Bean/ Moong),whet ki varieties,1307,9.408292542470488
Green Gram (Moong Bean/ Moong),pls tell me control of flower dropping in chilli crop,785,5.650734235531241
Coriander,pls tell me control of flower dropping in chilli crop,1373,10.14182301669375
Coriander,insect control in  crops,1144,8.450288078002659
Coriander,tell me weed control in wheat crop,1110,8.199143152607476
Coriander,information about sowing time in any vegetable crop,995,7.349682375535529
Coriander,whet ki varieties,963,7.113310681045945
Bhindi(Okra/Ladysfinger),insect control in  crops,5121,37.86041697471536
Bhindi(Okra/Ladysfinger),potatao ki variety ki jankri,1401,10.357829365666124
Bhindi(Okra/Ladysfinger),whet ki varieties,1085,8.02158805263936
Bhindi(Okra/Ladysfinger),potato me weediside ka prayog kiya hai plant such raha hai,1048,7.748040810291291
Bhindi(Okra/Ladysfinger),dhan me ki kida laga hai,925,6.838681058701759
Lemon,pls tell me control of flower dropping in chilli crop,4660,35.700605224852524
Lemon,insect control in  crops,1908,14.61732934957481
Lemon,aame ki pati kala ho raha hai,1369,10.488010419060751
Lemon,potato me weediside ka prayog kiya hai plant such raha hai,904,6.925610970658086
Lemon,plant diseaseattack in crop,797,6.105876043821343
Pumpkin,insect control in  crops,2042,16.55049440752148
Pumpkin,pls tell me control of flower dropping in chilli crop,2004,16.242502836764466
Pumpkin,plant diseaseattack in crop,1159,9.393742908088832
Pumpkin,whet ki varieties,899,7.2864321608040195
Pumpkin,information about sowing time in any vegetable crop,632,5.122386124169234
Citrus,pls tell me control of flower dropping in chilli crop,4586,37.43367888335646
Citrus,aame ki pati kala ho raha hai,1573,12.839768182189209
Citrus,insect control in  crops,1175,9.591053791527223
Citrus,plant diseaseattack in crop,853,6.962696922700188
Citrus,potato me weediside ka prayog kiya hai plant such raha hai,534,4.358827850787691
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),insect control in  crops,4449,37.04721458905821
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),dhan me ki kida laga hai,1071,8.918311266550088
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),potatao ki variety ki jankri,839,6.986426846531768
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),information about control of top borer and stem borer in sugarcane crop,786,6.545091181613789
Bengal Gram (Gram/Chick Pea/Kabuli/Chana),pls tell me control of flower dropping in chilli crop,674,5.612457323673911
Radish,insect control in  crops,2349,20.204713573025977
Radish,whet ki varieties,1381,11.878548081885429
Radish,plant diseaseattack in crop,917,7.887493548942026
Radish,farmer asked query on weather,724,6.227421297092723
Radish,information about sowing time in any vegetable crop,689,5.926371924995699
Pointed Gourd,information about pest management in bottle gourd,4521,41.34052670080468
Pointed Gourd,aame ki pati kala ho raha hai,1001,9.15325530358449
Pointed Gourd,dhan ki kaun c kism ki buayi kare,531,4.855523043160205
Pointed Gourd,pls tell me control of flower dropping in chilli crop,530,4.846378931967813
Pointed Gourd,dhan ki baliya nahi nikal rahi  hai kya kare,452,4.133138258961229
Tobacco,farmer asked query on weather,4057,38.371323181689206
Tobacco,information about weather forecast of block shahganj in district,968,9.15539581954034
Tobacco,plant diseaseattack in crop,767,7.254327059491157
Tobacco,give information about weather forecast of blockbilsi in districtbudaun,655,6.195025063841862
Tobacco,information about weather forecast of block in districtjaunpur,633,5.986947886125035
Pomegranate,pls tell me control of flower dropping in chilli crop,3843,36.743474519552535
Pomegranate,aame ki pati kala ho raha hai,1948,18.625107562864518
Pomegranate,insect control in  crops,1447,13.83497466296969
Pomegranate,dhan me ki kida laga hai,531,5.076967205277751
Pomegranate,potato me weediside ka prayog kiya hai plant such raha hai,522,4.990916913662874
Marigold,pls tell me control of flower dropping in chilli crop,2012,19.60058451047248
Marigold,insect control in  crops,1054,10.267900633219678
Marigold,whet ki varieties,770,7.501217730150998
Marigold,dhan ki kaun c kism ki buayi kare,640,6.234778373112518
Marigold,plant diseaseattack in crop,629,6.127618119824647
Jack Fruit,pls tell me control of flower dropping in chilli crop,2908,28.459581131336858
Jack Fruit,plant diseaseattack in crop,1954,19.123116069680957
Jack Fruit,aame ki pati kala ho raha hai,1627,15.922881190056762
Jack Fruit,insect control in  crops,593,5.803484047758857
Jack Fruit,information about the plant protection in crop,537,5.2554315913094545
Watermelon,pls tell me control of flower dropping in chilli crop,1939,19.550312563016735
Watermelon,insect control in  crops,1656,16.696914700544465
Watermelon,whet ki varieties,643,6.483161927808026
Watermelon,dhan ki kaun c kism ki buayi kare,511,5.152248437184916
Watermelon,plant diseaseattack in crop,503,5.071587013510789
Aonla,pls tell me control of flower dropping in chilli crop,3079,32.6303518440017
Aonla,aame ki pati kala ho raha hai,1451,15.377278507842307
Aonla,insect control in  crops,807,8.552352691818568
Aonla,potato me weediside ka prayog kiya hai plant such raha hai,688,7.2912250953793984
Aonla,dhan ki kaun c kism ki buayi kare,462,4.896142433234421
Soybean bhat,farmer asked query on weather,2067,26.085310449268047
Soybean bhat,information about weather forecast of block in districtjaunpur,1269,16.014639071176173
Soybean bhat,information about sowing time in any vegetable crop,732,9.237758707723371
Soybean bhat,whet ki varieties,425,5.363452801615346
Soybean bhat,seed rate and seed treatment,342,4.316002019182232
Colocasia Arvi Arbi,insect control in  crops,964,12.17325419876247
Colocasia Arvi Arbi,dhan me ki kida laga hai,778,9.824472786968052
Colocasia Arvi Arbi,plant diseaseattack in crop,688,8.687965652228817
Colocasia Arvi Arbi,pls tell me control of flower dropping in chilli crop,625,7.892410657911353
Colocasia Arvi Arbi,dhan ki kaun c kism ki buayi kare,547,6.907437807804016
Eculeptous,pls tell me control of flower dropping in chilli crop,1168,14.88656640326281
Eculeptous,potatao ki variety ki jankri,781,9.954116747387204
Eculeptous,dhan ki kaun c kism ki buayi kare,722,9.202141218455264
Eculeptous,dhan ki baliya nahi nikal rahi  hai kya kare,675,8.603109864899313
Eculeptous,dhan me ki kida laga hai,518,6.602090237063472
Mushroom,plant diseaseattack in crop,2861,37.09802904564315
Mushroom,mosam ki jankari ki jankari,903,11.70902489626556
Mushroom,potatao ki variety ki jankri,902,11.696058091286307
Mushroom,dhan ki baliya nahi nikal rahi  hai kya kare,541,7.015041493775934
Mushroom,pleas give information of govt scheme,536,6.950207468879668
Bail,pls tell me control of flower dropping in chilli crop,2421,32.90296276162
Bail,aame ki pati kala ho raha hai,1438,19.543354172329437
Bail,plant diseaseattack in crop,652,8.861103560750204
Bail,pleas give information of govt scheme,485,6.591465072030443
Bail,dhan ki baliya nahi nikal rahi  hai kya kare,388,5.273172057624354
Raya Indian Mustard,information about in mustard crop,2285,32.29225551158847
Raya Indian Mustard,dhan ki kaun c kism ki buayi kare,569,8.041266252119842
Raya Indian Mustard,farmer asked query on weather,471,6.656302996042962
Raya Indian Mustard,whet ki varieties,384,5.426794799321651
Raya Indian Mustard,potatao ki variety ki jankri,365,5.158281514980215
Sorghum JowarGreat Millet,farmer asked query on weather,1332,19.298753984352363
Sorghum JowarGreat Millet,insect control in  crops,801,11.605331787887568
Sorghum JowarGreat Millet,information about control of top borer and stem borer in sugarcane crop,365,5.288322225441901
Sorghum JowarGreat Millet,tell me weed control in wheat crop,358,5.186902347145755
Sorghum JowarGreat Millet,whet ki varieties,319,4.621848739495799
Capsicum,pls tell me control of flower dropping in chilli crop,1169,17.138249523530273
Capsicum,plant diseaseattack in crop,716,10.496994575575428
Capsicum,potato me weediside ka prayog kiya hai plant such raha hai,525,7.696818648292039
Capsicum,whet ki varieties,410,6.010848849142354
Capsicum,aame ki pati kala ho raha hai,397,5.820260958803694
Barley Jau,informaion about of wheat crop variety,749,11.207541523267993
Barley Jau,mosam ki jankari ki jankari,734,10.983091426006284
Barley Jau,mausam ki jankari,686,10.264851114768817
Barley Jau,tell me weed control in wheat crop,579,8.66377375430196
Barley Jau,dhan ki kaun c kism ki buayi kare,355,5.311985635193775
Cotton Kapas,insect control in  crops,996,14.91687883780141
Cotton Kapas,pls tell me control of flower dropping in chilli crop,990,14.827018121911037
Cotton Kapas,farmer asked query on weather,495,7.413509060955518
Cotton Kapas,whet ki varieties,434,6.4999251160700915
Cotton Kapas,plant diseaseattack in crop,375,5.616294743148121
Poplar,pls tell me control of flower dropping in chilli crop,812,12.181218121812181
Poplar,dhan me ki kida laga hai,801,12.016201620162017
Poplar,dhan ki kaun c kism ki buayi kare,670,10.05100510051005
Poplar,insect control in  crops,586,8.790879087908792
Poplar,pleas give information of govt scheme,494,7.410741074107411
Rose,pls tell me control of flower dropping in chilli crop,1354,20.41924294978133
Rose,insect control in  crops,736,11.09938169205248
Rose,dhan ki kaun c kism ki buayi kare,498,7.510179460111598
Rose,dhan me ki kida laga hai,386,5.8211431156688285
Rose,aame ki pati kala ho raha hai,353,5.323480621324084
Barseem,information about sowing time in any vegetable crop,745,11.756351585923937
Barseem,plant diseaseattack in crop,553,8.7265267476724
Barseem,pls tell me control of flower dropping in chilli crop,541,8.53716269528168
Barseem,dhan ki kaun c kism ki buayi kare,409,6.454158118983747
Barseem,pleas give information of govt scheme,401,6.3279154173899315
Mint,information about  mentha is planted in the crop,681,10.946793120077158
Mint,insect control in  crops,670,10.769972673203664
Mint,dhan ki kaun c kism ki buayi kare,657,10.561003054171355
Mint,dhan ki baliya nahi nikal rahi  hai kya kare,576,9.25896158173927
Mint,potato me weediside ka prayog kiya hai plant such raha hai,526,8.455232277768847
Cabbage,insect control in  crops,792,13.797909407665504
Cabbage,pls tell me control of flower dropping in chilli crop,570,9.930313588850174
Cabbage,whet ki varieties,482,8.397212543554007
Cabbage,plant diseaseattack in crop,474,8.257839721254355
Cabbage,farmer asked query on weather,334,5.818815331010454
Toria,whet ki varieties,1176,20.53072625698324
Toria,information about sowing time in any vegetable crop,987,17.231145251396647
Toria,farmer asked query on weather,362,6.3198324022346375
Toria,dhan ki kaun c kism ki buayi kare,322,5.621508379888268
Toria,information about in mustard crop,278,4.853351955307263
Bottle Gourd,information about pest management in bottle gourd,2882,52.997425524089735
Bottle Gourd,insect control in  crops,695,12.780433983082014
Bottle Gourd,potato me weediside ka prayog kiya hai plant such raha hai,466,8.569326958440602
Bottle Gourd,potatao ki variety ki jankri,367,6.748804707613093
Bottle Gourd,dhan me ki kida laga hai,247,4.542111070246414
Musk Melon,insect control in  crops,994,18.30233842754557
Musk Melon,pls tell me control of flower dropping in chilli crop,797,14.675013809611489
Musk Melon,plant diseaseattack in crop,403,7.420364573743325
Musk Melon,whet ki varieties,397,7.3098876818265515
Musk Melon,dhan ki baliya nahi nikal rahi  hai kya kare,307,5.65273430307494
Triticale,farmer asked query on weather,826,15.724347991623834
Triticale,mausam ki jankari,423,8.052541404911478
Triticale,dhan ki kaun c kism ki buayi kare,369,7.024557395773844
Triticale,mosam ki jankari ki jankari,320,6.091757091185989
Triticale,informaion about of wheat crop variety,307,5.844279459356558
Dhaincha,seed rate and seed treatment,1509,30.276886035312998
Dhaincha,dhan ki kaun c kism ki buayi kare,730,14.646869983948635
Dhaincha,information about sowing time in any vegetable crop,514,10.313001605136437
Dhaincha,farmer asked query on weather,389,7.804975922953451
Dhaincha,pls tell me control of flower dropping in chilli crop,360,7.223113964686998
Lentil (Masur),insect control in  crops,943,19.877740303541316
Lentil (Masur),dhan me ki kida laga hai,527,11.108768971332209
Lentil (Masur),potatao ki variety ki jankri,469,9.886172006745362
Lentil (Masur),pleas give information of govt scheme,357,7.525295109612141
Lentil (Masur),plant diseaseattack in crop,323,6.808600337268128
fodder sorghum,farmer asked query on weather,754,15.944174244026222
fodder sorghum,insect control in  crops,630,13.32205540283358
fodder sorghum,information about control of top borer and stem borer in sugarcane crop,298,6.301543666737154
fodder sorghum,dhan me ki kida laga hai,267,5.646013956438994
fodder sorghum,information about sowing time in any vegetable crop,265,5.603721717064918
Brown Sarson,information about in mustard crop,777,16.53191489361702
Brown Sarson,whet ki varieties,358,7.617021276595745
Brown Sarson,dhan ki kaun c kism ki buayi kare,309,6.574468085106383
Brown Sarson,dhan ki baliya nahi nikal rahi  hai kya kare,297,6.319148936170213
Brown Sarson,dhan me ki kida laga hai,270,5.74468085106383
Sponge Gourd,information about pest management in bottle gourd,1971,42.01662758473673
Sponge Gourd,insect control in  crops,321,6.842890641654231
Sponge Gourd,dhan me ki kida laga hai,255,5.435941163930932
Sponge Gourd,aame ki pati kala ho raha hai,205,4.370070347473886
Sponge Gourd,dhan ki patti pili padh rahi hai,177,3.773182690257941
Goat,ask about animal husbandry information,2037,43.46991037131882
Goat,mosam ki jankari ki jankari,868,18.523260776781903
Goat,dhan ki baliya nahi nikal rahi  hai kya kare,441,9.41101152368758
Goat,dhan ki kaun c kism ki buayi kare,404,8.621425522833974
Goat,for information regarding farmer registry,245,5.228339735381989
Turmeric,information about sowing time in any vegetable crop,892,19.932960893854748
Turmeric,pls tell me control of flower dropping in chilli crop,515,11.508379888268157
Turmeric,dhan ki kaun c kism ki buayi kare,491,10.972067039106145
Turmeric,seed rate and seed treatment,352,7.865921787709497
Turmeric,mosam ki jankari ki jankari,268,5.988826815642458
Carrot,whet ki varieties,588,13.604812586765386
Carrot,information about sowing time in any vegetable crop,582,13.465987968533085
Carrot,pls tell me control of flower dropping in chilli crop,467,10.80518278574734
Carrot,dhan ki kaun c kism ki buayi kare,284,6.571031929662194
Carrot,potatao ki variety ki jankri,264,6.108283202221194
Black Gram (urd bean),farmer asked query on weather,1912,44.24901643138163
Black Gram (urd bean),information about sowing time in any vegetable crop,449,10.391113168248092
Black Gram (urd bean),pls tell me control of flower dropping in chilli crop,438,10.136542467021522
Black Gram (urd bean),insect control in  crops,371,8.585975468641518
Black Gram (urd bean),whet ki varieties,252,5.831983337190465
Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),farmer asked query on weather,1621,38.39412600663193
Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),whet ki varieties,494,11.700615821885362
Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),potatao ki variety ki jankri,415,9.829464708668876
Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),dhan ki kaun c kism ki buayi kare,309,7.318806252960681
Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),seed rate and seed treatment,221,5.234486025580294
Oats ,mausam ki jankari,491,11.696045736064793
Oats ,farmer asked query on weather,435,10.362077179609336
Oats ,pleas give information of govt scheme,318,7.57503573130062
